band inj_mag n_realizations n_requested_per_realization mean_valid_recovered std_valid_recovered mean_det_eff std_det_eff
F277W 31.300000000000075 20 100 5.35 2.1343062474478063 0.05349999999999999 0.021343062474478064
F277W 31.400000000000077 20 100 4.05 2.54382637606794 0.040499999999999994 0.025438263760679397
F277W 31.500000000000078 20 100 3.65 1.6630662866176473 0.03650000000000001 0.016630662866176475
F277W 31.60000000000008 20 100 3.9 1.8324559303956274 0.039000000000000014 0.018324559303956277
F277W 31.70000000000008 20 100 2.65 1.268027892769755 0.026500000000000003 0.01268027892769755
F277W 31.800000000000082 20 100 3.35 1.3869694338832113 0.03350000000000001 0.013869694338832112
F277W 31.900000000000084 20 100 2.8 1.5761378513048243 0.028000000000000004 0.015761378513048246
F277W 32.000000000000085 20 100 2.45 1.6375527311718607 0.0245 0.01637552731171861
F356W 26.0 20 100 93.35 2.5188761069384227 0.9334999999999999 0.025188761069384197
F356W 26.1 20 100 93.6 2.702825032793417 0.9360000000000002 0.027028250327934152
F356W 26.200000000000003 20 100 94.45 2.3725402775129134 0.9445000000000002 0.023725402775129117
F356W 26.300000000000004 20 100 93.05 2.211810403980842 0.9305000000000001 0.022118104039808392
F356W 26.400000000000006 20 100 94.05 2.910507280798134 0.9405000000000001 0.02910507280798133
