band inj_mag n_realizations n_requested_per_realization mean_valid_recovered std_valid_recovered mean_det_eff std_det_eff
F356W 26.500000000000007 20 100 94.35 2.412140346794021 0.9434999999999999 0.02412140346794019
F356W 26.60000000000001 20 100 94.35 2.1343062474478063 0.9435 0.021343062474478036
F356W 26.70000000000001 20 100 92.35 2.539685019840059 0.9235 0.02539685019840057
F356W 26.80000000000001 20 100 92.95 2.139232523470435 0.9295 0.021392325234704315
F356W 26.900000000000013 20 100 92.45 3.068944615438927 0.9245000000000001 0.030689446154389247
F356W 27.000000000000014 20 100 92.75 2.197486602557807 0.9274999999999999 0.021974866025578042
F356W 27.100000000000016 20 100 92.75 2.3141441523584345 0.9275 0.023141441523584324
F356W 27.200000000000017 20 100 92.65 2.719810364906464 0.9265000000000001 0.02719810364906462
F356W 27.30000000000002 20 100 93.0 2.051956704170308 0.9299999999999999 0.020519567041703057
F356W 27.40000000000002 20 100 91.8 2.7834094957538373 0.9179999999999999 0.027834094957538354
F356W 27.50000000000002 20 100 92.2 2.6675437154214006 0.922 0.026675437154213995
F356W 27.600000000000023 20 100 92.0 2.7338039817306425 0.9200000000000002 0.027338039817306405
F356W 27.700000000000024 20 100 90.65 2.4978938496682614 0.9065 0.02497893849668262
F356W 27.800000000000026 20 100 91.55 2.54382637606794 0.9155000000000001 0.025438263760679383
F356W 27.900000000000027 20 100 90.5 2.2124052165246 0.9049999999999999 0.02212405216524601
F356W 28.00000000000003 20 100 90.25 2.826100158391977 0.9024999999999999 0.028261001583919778
F356W 28.10000000000003 20 100 89.0 3.641861872001304 0.8900000000000002 0.036418618720013035
F356W 28.20000000000003 20 100 88.55 3.471310991541957 0.8855000000000001 0.03471310991541957
F356W 28.300000000000033 20 100 87.25 3.1434978841043333 0.8724999999999999 0.03143497884104336
F356W 28.400000000000034 20 100 85.2 3.7919582498256825 0.852 0.03791958249825682
F356W 28.500000000000036 20 100 84.25 4.5523273400016295 0.8424999999999999 0.04552327340001628
F356W 28.600000000000037 20 100 80.65 3.216323497738569 0.8065 0.03216323497738567
F356W 28.70000000000004 20 100 78.9 3.7120004537204805 0.7889999999999999 0.0371200045372048
F356W 28.80000000000004 20 100 74.9 2.826565704916573 0.749 0.028265657049165758
F356W 28.90000000000004 20 100 69.0 5.693948773178325 0.69 0.05693948773178325
F356W 29.000000000000043 20 100 61.4 5.174837907453822 0.614 0.05174837907453822
F356W 29.100000000000044 20 100 59.8 5.434780778031729 0.598 0.05434780778031728
F356W 29.200000000000045 20 100 53.2 5.237516486596335 0.532 0.05237516486596335
F356W 29.300000000000047 20 100 44.8 4.11160104556543 0.44800000000000006 0.0411160104556543
F356W 29.40000000000005 20 100 41.75 4.8108977168617155 0.4175000000000001 0.04810897716861715
F356W 29.50000000000005 20 100 34.5 5.558303414001908 0.345 0.05558303414001908
F356W 29.60000000000005 20 100 30.9 3.8099592482970484 0.30900000000000005 0.038099592482970485
F356W 29.700000000000053 20 100 27.45 3.1701734968294715 0.27449999999999997 0.03170173496829471
F356W 29.800000000000054 20 100 23.0 4.8666426339228765 0.23000000000000004 0.04866642633922876
F356W 29.900000000000055 20 100 20.55 4.547700402111865 0.20550000000000007 0.04547700402111865
F356W 30.000000000000057 20 100 15.7 4.736198786724268 0.15699999999999997 0.047361987867242675
F356W 30.10000000000006 20 100 13.55 3.017056774233353 0.1355 0.030170567742333537
F356W 30.20000000000006 20 100 13.25 3.5373942238230733 0.1325 0.03537394223823073
F356W 30.30000000000006 20 100 11.5 2.5026301953618404 0.11500000000000002 0.025026301953618407
F356W 30.400000000000063 20 100 9.7 2.556724878680371 0.097 0.025567248786803713
F356W 30.500000000000064 20 100 8.85 2.3902213066443956 0.08850000000000001 0.02390221306644396
F356W 30.600000000000065 20 100 7.7 3.163941579073399 0.07700000000000001 0.031639415790733996
F356W 30.700000000000067 20 100 6.75 2.33677690757793 0.06750000000000002 0.023367769075779303
F356W 30.800000000000068 20 100 5.65 2.1095023109728985 0.05650000000000001 0.021095023109728987
F356W 30.90000000000007 20 100 4.15 1.9269556026896009 0.0415 0.019269556026896006
F356W 31.00000000000007 20 100 4.3 1.4545753585442767 0.043000000000000003 0.014545753585442767
F356W 31.100000000000072 20 100 4.85 2.3902213066443956 0.04850000000000001 0.023902213066443957
F356W 31.200000000000074 20 100 3.25 1.7733405882980469 0.03250000000000001 0.01773340588298047
F356W 31.300000000000075 20 100 3.5 2.164303704731799 0.03500000000000001 0.021643037047317987
F356W 31.400000000000077 20 100 3.95 1.820208200931103 0.0395 0.01820208200931103
F356W 31.500000000000078 20 100 3.2 1.3218806379747876 0.03200000000000001 0.013218806379747875
F356W 31.60000000000008 20 100 3.15 2.1095023109728985 0.03150000000000001 0.021095023109728987
F356W 31.70000000000008 20 100 2.45 1.2763022245616642 0.0245 0.01276302224561664
F356W 31.800000000000082 20 100 2.6 1.5694450913417908 0.026000000000000002 0.01569445091341791
F356W 31.900000000000084 20 100 2.2 1.2814465510343749 0.022000000000000002 0.01281446551034375
F356W 32.000000000000085 20 100 1.95 1.2763022245616642 0.0195 0.01276302224561664
F444W 26.0 20 100 95.7 2.202868942753374 0.9570000000000001 0.022028689427533728
F444W 26.1 20 100 94.95 1.8771478925557026 0.9495000000000001 0.018771478925557004
F444W 26.200000000000003 20 100 96.05 2.114486375359025 0.9604999999999999 0.021144863753590246
F444W 26.300000000000004 20 100 95.8 1.8806493839265088 0.958 0.01880649383926508
F444W 26.400000000000006 20 100 94.0 2.53397960362331 0.9400000000000001 0.02533979603623308
F444W 26.500000000000007 20 100 95.55 1.731290969494334 0.9555000000000001 0.017312909694943326
F444W 26.60000000000001 20 100 95.3 2.8116299823936184 0.9530000000000001 0.02811629982393616
F444W 26.70000000000001 20 100 94.95 1.3168942730211068 0.9495000000000001 0.013168942730211049
F444W 26.80000000000001 20 100 95.5 1.3954814298487213 0.9549999999999998 0.013954814298487194
F444W 26.900000000000013 20 100 94.65 2.433861994963214 0.9464999999999998 0.024338619949632122
F444W 27.000000000000014 20 100 95.2 1.673320053068151 0.9520000000000002 0.016733200530681495
F444W 27.100000000000016 20 100 94.35 2.207046132634963 0.9435 0.022070461326349607
F444W 27.200000000000017 20 100 93.95 2.5848750351551657 0.9395 0.02584875035155164
F444W 27.30000000000002 20 100 92.75 2.0742785683093214 0.9275 0.020742785683093182
F444W 27.40000000000002 20 100 93.1 3.059067625411721 0.931 0.03059067625411719
F444W 27.50000000000002 20 100 92.8 2.0925934551223877 0.9279999999999999 0.02092593455122385
F444W 27.600000000000023 20 100 91.8 2.353049533108719 0.9179999999999999 0.02353049533108717
F444W 27.700000000000024 20 100 90.15 3.631369177770715 0.9015000000000001 0.036313691777707144
F444W 27.800000000000026 20 100 89.15 2.978431236671236 0.8915000000000001 0.02978431236671236
F444W 27.900000000000027 20 100 87.0 4.0 0.8699999999999999 0.040000000000000015
F444W 28.00000000000003 20 100 81.65 3.717313687682488 0.8164999999999999 0.03717313687682487
F444W 28.10000000000003 20 100 80.45 4.211200603903332 0.8045000000000002 0.04211200603903332
F444W 28.20000000000003 20 100 75.5 4.273541610273245 0.7550000000000001 0.04273541610273247
F444W 28.300000000000033 20 100 69.9 6.4310103978179125 0.6990000000000001 0.06431010397817911
F444W 28.400000000000034 20 100 64.6 3.4701736646971852 0.646 0.03470173664697186
F444W 28.500000000000036 20 100 58.65 4.132986686086518 0.5865 0.04132986686086518
F444W 28.600000000000037 20 100 50.6 4.92469609000874 0.506 0.049246960900087414
F444W 28.70000000000004 20 100 47.05 3.7059695797882357 0.47050000000000003 0.03705969579788235
F444W 28.80000000000004 20 100 40.7 4.7583721232326806 0.4069999999999999 0.047583721232326806
F444W 28.90000000000004 20 100 34.65 5.714938872445572 0.3465000000000001 0.05714938872445573
F444W 29.000000000000043 20 100 31.0 4.304220694791763 0.31 0.043042206947917626
F444W 29.100000000000044 20 100 26.6 4.096211343231823 0.26599999999999996 0.040962113432318224
F444W 29.200000000000045 20 100 22.3 4.824280693588042 0.223 0.04824280693588042
F444W 29.300000000000047 20 100 18.8 3.968295404963273 0.188 0.039682954049632735
F444W 29.40000000000005 20 100 16.8 4.250077398676034 0.168 0.04250077398676033
F444W 29.50000000000005 20 100 13.4 3.283130726672493 0.134 0.03283130726672494
F444W 29.60000000000005 20 100 12.25 3.109831608235235 0.12250000000000001 0.031098316082352345
F444W 29.700000000000053 20 100 12.1 4.876366205323494 0.12100000000000002 0.048763662053234944
F444W 29.800000000000054 20 100 9.05 2.6650762801367187 0.09050000000000001 0.026650762801367182
F444W 29.900000000000055 20 100 7.75 2.863104682168054 0.07750000000000001 0.02863104682168054
F444W 30.000000000000057 20 100 6.9 2.6337885460422137 0.06900000000000003 0.026337885460422136
F444W 30.10000000000006 20 100 6.95 2.8923674513595627 0.06950000000000002 0.028923674513595624
F444W 30.20000000000006 20 100 5.1 2.221900561515559 0.05100000000000001 0.022219005615155593
F444W 30.30000000000006 20 100 5.05 2.5021043774769813 0.05050000000000001 0.02502104377476982
F444W 30.400000000000063 20 100 4.6 2.21002500581233 0.046000000000000006 0.0221002500581233
F444W 30.500000000000064 20 100 4.15 2.1830688201896455 0.0415 0.021830688201896455
F444W 30.600000000000065 20 100 3.95 2.282081229238369 0.039500000000000014 0.02282081229238369
F444W 30.700000000000067 20 100 3.05 1.3562719801759993 0.030500000000000006 0.013562719801759993
F444W 30.800000000000068 20 100 2.9 1.3726654823065194 0.029000000000000005 0.013726654823065194
F444W 30.90000000000007 20 100 2.9 1.8324559303956276 0.029000000000000005 0.018324559303956277
F444W 31.00000000000007 20 100 2.85 1.5985190514644287 0.028500000000000004 0.015985190514644285
F444W 31.100000000000072 20 100 3.55 1.8202082009311031 0.03550000000000001 0.01820208200931103
F444W 31.200000000000074 20 100 2.6 1.2732056517228265 0.026000000000000002 0.012732056517228266
F444W 31.300000000000075 20 100 2.75 1.5852942612451615 0.027500000000000004 0.015852942612451616
F444W 31.400000000000077 20 100 1.8 1.105012502906165 0.018000000000000002 0.01105012502906165
F444W 31.500000000000078 20 100 2.2 1.2814465510343749 0.022 0.012814465510343749
F444W 31.60000000000008 20 100 2.1 1.8035053587243284 0.021 0.018035053587243284
F444W 31.70000000000008 20 100 2.35 2.084403234046921 0.0235 0.02084403234046921
F444W 31.800000000000082 20 100 2.1 1.651155894963793 0.020999999999999998 0.01651155894963793
F444W 31.900000000000084 20 100 1.4 1.3917047478769187 0.014000000000000002 0.013917047478769188
F444W 32.000000000000085 20 100 1.85 1.4608937423083819 0.018500000000000003 0.014608937423083824
